,Year,Electricity,Short tons,Y3,X1,Workers,Heat content of coal,Heat content of oil,Head content of gas,F1,F2,Phase I
2103,90,11557796000,243465.65,38774.78 5,43390799.35,472,1.15E+14,3.14E+11,0,128211.64,40.633958,1
2107,90,4294443000,82452.52,33419.53 2,8846484.436,247,4.46E+13,42579600000,0,43407.5,5.507166,1
2526,90,844560300,13606.01,3249.82 8,3455905.387,83,9.38E+12,29389411800,0,7159.45,1.062734,1
2527,90,967698100,16430.33,3539.69 8,9781894.597,88,1.02E+13,55440000000,0,8634.61,2.000441,1
2535,90,2313690500,32397.33,6653.85 9,3448285.053,87,2.17E+13,6964372800,0,17075.91,0.250055,1
2549,90,4796930000,60874.27,22085.95 3,83335280.08,310,5.01E+13,0,0,32016.55,0,1
2554,90,3881033000,62428.87,10925.25 2,18082324.65,208,3.82E+13,0,0,32855.31,0,1
2642,90,1455583000,23586.4,4329.04,93724035.03,143,1.52E+13,43470000000,0,12421.2,2.232635,1
2706,90,2215385000,18674.35,9186.59 7,3270945.957,76,2.21E+13,56893410000,0,9808.77,2.887541,1
2718,90,2660291000,21140.64,8109.56,228564503.9,160,2.71E+13,2.23E+11,0,11096.25,11.401323,1
2721,90,1986078000,15746.26,6042.23 1,56909428.73,146,2.03E+13,45933396600,0,8292.53,2.351709,1
2727,90,9583152000,66869.04,25980.17 3,1045118.989,184,8.79E+13,1.84E+11,0,35090.19,9.406836,1
2790,90,451317100,2573.6,848.59,38714677.24,51,5.91E+12,0,208000000,3622.54,0,1
2850,90,15337643000,175972.55,71896.57 4,93628364.88,536,1.52E+14,94782706200,0,92645.49,14.7086,1
2864,90,2729962000,72501,14110.55 2,14895266.29,263,3.02E+13,9825253200,0,38151.77,0.952591,1
2872,90,6922038000,234694.5,41274.10 3,80313813.43,383,6.76E+13,2.16E+11,0,123433.3,20.959978,1
2876,90,8188052000,243022.75,52400.80 2,94828569.11,334,8.06E+13,17301312000,0,127853.3,1.830761,1
3098,90,1647952400,3938.31,8256.64 2,24807216.09,226,1.83E+13,50624733600,0,14792.98,3.670452,1
3130,90,1181454000,15612.19,4511.28 1,10843468.64,93,1.31E+13,1.29E+11,0,8212.02,5.270507,1
3131,90,3731544000,55780.7,13842.07 2,2581576.334,133,3.73E+13,3.04E+11,0,29326.96,18.751158,1
3138,90,1547152000,21290.11,8107.75 1,42393052.15,170,1.79E+13,71983375800,0,11200.2,4.060419,1
3140,90,8511783000,124874.79,25298.65 3,7881796.111,216,8.29E+13,3.68E+11,0,65827.1,10.363892,1
3149,90,10797135000,139023.27,30496.01 3,4126384.961,194,1.00E+14,2.38E+11,0,73163.28,7.26946,1
3178,90,2209082000,30927,10053.57 9,2766929.093,82,2.24E+13,20359500000,0,16265.64,1.562845,1
3297,90,4303804000,36224.59,18403.02 1,33580572.26,93,4.24E+13,2.53E+11,0,19049.4,5.502701,1
3497,90,6316901000,55278.06,18468.71 1,89528061.04,230,7.04E+13,0,1.27E+12,37031.13,0,1
3644,90,1261587000,6294.43,4368.36 5,8061003.732,97,1.40E+13,12936000000,0,3297.02,0.982359,1
3775,90,4403565000,24629.7,18009.33 1,66502850.16,180,4.11E+13,27030683400,0,12992.7,1.864994,1
3776,90,1321647000,7863.63,5380.51 1,33507437.5,133,1.29E+13,92664583200,0,4132,2.683627,1
3788,90,2227901000,13334.78,6824.15 1,93072043.03,197,2.34E+13,1.45E+11,0,7016.55,3.77613,1
3796,90,622965000,4067.7,2748.27 9,7815646.612,131,6.30E+12,31164000000,0,2146.56,1.577729,1
3936,90,1256821000,7264.4,5371.22 1,40081596.13,143,1.23E+13,37041547200,0,3813.6,4.096141,1
3945,90,354366000,3285.14,1959.72 7,9198408.869,82,4.36E+12,20134800000,0,1721.82,1.518192,1
3946,90,734427000,8142.97,4791.51 8,6163987.646,73,7.69E+12,18358200000,0,4275.84,1.384234,1
3947,90,4714623000,151389.65,30873.32 1,80573800.38,245,4.52E+13,20575636200,0,79701,0.715932,1
3948,90,5783611000,59315.69,26427.72 3,40963489.62,257,5.73E+13,3.21E+11,0,31215.2,27.014884,1
4054,90,947840000,6294.9,8207.45 5,2517840.111,63,9.88E+12,3910200000,0,3306.7,0.520948,1
4072,90,1354485000,24982.81,7456.64 1,26278103.1,147,1.50E+13,0,3.14E+11,13143.07,0,1
4158,90,5776274000,19095.81,34791.32 2,24208460.14,251,6.43E+13,80539200000,0,15112.65,6.072767,1
4162,90,4672687000,24216.24,18926.44 1,84648453.72,208,4.84E+13,21756000000,70829000000,21557.1,1.65215,1
6002,90,11091871000,45136.53,32797.04 5,69960993.29,441,1.04E+14,70136333400,1.97E+12,23708.06,8.280099,1
6004,90,7122037000,40987.18,27949.73 4,17299144.98,246,7.38E+13,3.15E+11,0,96432.79,23.755237,1
6016,90,2010560000,8724.15,7524.77 1,61531194.14,130,2.07E+13,30652910400,0,32827.2,1.419956,1
6017,90,4708299000,23701.32,11250.55 3,49401622.85,240,4.88E+13,1.51E+11,0,40084.84,10.722602,1
6095,90,5721165000,24950.73,24402.99 2,27544125.75,219,5.84E+13,54643083600,0,14162.57,4.337266,1
6139,90,7409660000,27608.53,36926.87 2,18416766.96,131,8.04E+13,1.66E+11,0,15816.75,8.424476,1
6146,90,15624636000,62391.99,45495.52,455922837.1,618,1.73E+14,3.85E+11,0,143841.4,49.490077,1
6147,90,12963310000,71055.77,47687.92 3,29593092.68,458,1.46E+14,4.98E+11,0,60984.02,64.002205,1
6155,90,5568312000,48804.76,20219.89 2,49335094.14,234,5.44E+13,50059800000,0,25715.54,6.474642,1
6178,90,4178566000,15049.47,14464.42 1,32467343.92,110,4.06E+13,34160758800,0,7905.62,1.035943,1
6193,90,7271810000,25633.71,28478.78 1,98185871.03,148,6.68E+13,0,1.19E+11,14682.66,0,1
6248,90,3244095000,12106.54,22608.56 2,3365757.852,112,3.41E+13,90568791600,0,6985.64,8.466152,1
6264,90,7046188000,35199.73,20664.49 3,17291049.55,251,6.59E+13,2.15E+11,0,18505.8,19.879383,1
8042,90,10955621000,74295.99,43674.42 2,81288720.88,181,9.93E+13,1.02E+11,0,39058,5.209482,1
8102,90,13454960000,365308.27,62345.05 4,94960120.03,369,1.28E+14,2.18E+11,0,192140.6,21.123705,1
8226,90,3333567000,40220.61,9975.48 1,77644682.44,161,3.27E+13,0,1.60E+11,21119.97,0,1
,,,,,,,,,,,,
3,91,7421235000,53417.49,23023.37 3,73328693.99,412,7.16E+13,40057995600,4.02E+11,28094.55,2.655347,1
8,91,8695912000,107377.5,28156.52 3,46356727.07,477,8.47E+13,1.05E+11,0,56579.95,11.962459,1
470,91,3458565000,12292.06,16114.94 1,83174764.75,123,3.62E+13,51787650600,23784800000,7003.92,3.843109,1
602,91,4789172000,26612.58,15483.79 4,56836707.65,166,5.11E+13,6.57E+11,0,13966.08,34.065546,1
641,91,4330644000,103881.25,20049.33 2,77854668.27,244,4.61E+13,32222400000,8.94E+11,54656.6,3.750827,1
708,91,2470539000,30856.02,11166.36,191269355.1,279,2.62E+13,91908600000,0,16257.39,11.758545,1
709,91,8826731000,92809.81,38982.15 3,5569372.231,430,8.75E+13,54482400000,0,48793.39,6.99559,1
728,91,3895750000,68963.8,13017.64 2,89649514.92,406,4.08E+13,1.11E+11,0,36304.63,14.214443,1
856,91,3532451000,23890.15,15086.88 1,89266126.97,164,3.53E+13,42367949400,0,12593.36,2.390408,1
861,91,3398092000,109334.99,27705.40 2,23797620.84,289,3.57E+13,59366193600,0,57519.8,2.7,1
862,91,483492200,12956.65,2533.79 9,1053460.979,104,5.36E+12,56529400200,0,6822.9,2.991731,1
863,91,420507900,9282.88,1461.48 7,693510.2506,88,4.34E+12,48615890400,0,4885.96,2.750606,1
864,91,1018700900,25063.14,3597.17,134806002.8,149,1.06E+13,2.19E+11,0,13173.15,27.401874,1
876,91,2976439000,112205.58,27712.69 2,75696597.66,297,3.50E+13,0,1.29E+11,59083.2,0,1
879,91,3535071000,15074.85,19979.41 5,50172943.64,352,4.41E+13,0,1.59E+11,8687.23,0,1
887,91,6923490000,115531.92,23786.26 3,78139018.34,349,7.17E+13,69366767400,0,60777.74,6.377894,1
889,91,8858564900,227964.42,57478.30 3,52451993.72,266,9.09E+13,74676000000,0,119893.24,3.780595,1
983,91,9575326000,243325.26,62691.55 3,43767316.76,384,9.31E+13,20808295200,0,128110.23,1.607497,1
988,91,3409103000,53343.53,21020.99 3,38920426.25,336,3.37E+13,1.33E+11,0,28090.71,14.640132,1
991,91,575216000,6004.07,2224.77 1,22106797.16,103,6.75E+12,79444327200,0,3160.93,5.301764,1
994,91,9905461000,115666.72,27613.61 5,58571190.32,334,1.02E+14,97696872000,0,124522.39,6.791676,1
1004,91,130801950,4082.4,953.97 6,7127645.157,69,1.85E+12,28194600000,0,2145.2,2.187982,1
1008,91,2263637350,48615.23,12166.08 1,51638757.35,155,2.45E+13,1.89E+11,0,25593.97,9.793826,1
1012,91,2256222100,51513.02,9081.19,111766170.8,88,2.49E+13,9340800000,17595600000,27101.66,0.928776,1
1047,91,1187835500,6444.63,6571.77 9,4787525.78,54,1.41E+13,34104000000,0,3583.4,4.316428,1
1250,91,1978746000,4002.42,7746.05 1,20244086.9,134,2.15E+13,0,3.03E+11,4414.07,0,1
1355,91,3321443000,48487,11483.99 1,37979208.07,153,3.53E+13,57624000000,0,25541.67,5.83462,1
1356,91,10037625000,103584.79,32221.89 3,95835847.9,236,1.02E+14,1.43E+11,0,54448.12,14.527012,1
1357,91,682228000,14868.59,3730.41 7,3436319.885,109,7.92E+12,16464000000,0,7924.46,1.667034,1
1364,91,6525564000,172367.42,22139.86 3,52766185.9,352,6.75E+13,2.25E+11,86715000000,90743.28,18.242117,1
1570,91,580151000,4701.21,1903.12 6,2402391.339,66,6.31E+12,32571000000,0,2462.39,2.455899,1
1606,91,1103562000,11249.63,4489.06 3,9251158.566,70,1.07E+13,12244717800,0,5916,0.781422,1
1695,91,2017146000,10410.58,7074.61 1,45452736.71,151,1.99E+13,15762600000,0,5470.87,1.942393,1
1745,91,3129543000,17420.58,10630.45 3,61539886.74,299,3.26E+13,1.46E+11,0,9168.67,9.064498,1
1943,91,242120600,792.38,1489.56 4,5064340.616,46,2.93E+12,19404000000,0,447.06,1.964719,1
2080,91,2060675200,7078.79,9980.83 1,13859418.14,163,2.23E+13,41192453400,0,4025.16,3.170342,1
2103,91,10900689000,208563.48,38883.65 5,52925178.78,467,1.10E+14,5.04E+11,0,109672.89,65.192944,1
2107,91,4076423000,89437.2,30453.72 2,9186604.925,245,4.23E+13,33948600000,0,47053.14,4.390849,1
2526,91,717561600,10319.29,2854.97 8,6025988.946,84,8.15E+12,21962039400,0,5434.48,0.791841,1
2527,91,839562500,12678.95,3268.13 9,2946071.563,88,9.06E+12,42735000000,0,6674.47,1.542007,1
2535,91,2332303400,31037.39,6583.55 9,4672492.519,89,2.19E+13,9309098400,0,16325.22,0.333407,1
2549,91,4625934000,57396,21553.70 3,91050540.44,301,4.80E+13,0,0,30212.98,0,1
2554,91,4088624000,61841.38,11385.00 2,21048361.19,208,3.98E+13,0,0,32587.86,0,1
2642,91,1403216000,22515.87,4099.89 9,4629104.451,146,1.45E+13,56221200000,0,11835.58,5.775083,1
2706,91,1977622000,17530.88,8211.13 7,3808898.443,76,1.96E+13,46922400000,0,9219.69,2.381477,1
2718,91,1411519000,11380.7,4385.33 2,35023395.9,159,1.45E+13,1.92E+11,0,5969.67,9.793826,1
2721,91,1403171000,10644.1,4369.53 1,67136754.42,143,1.47E+13,1.13E+11,0,5587.14,5.775083,1
2727,91,9149880000,62889.18,24903.11 3,1245002.392,182,8.36E+13,1.58E+11,0,33073.52,8.037486,1
2790,91,436364600,2525.43,820.38 3,9085882.141,51,5.71E+12,0,199600000,3560.48,0,1
2850,91,14382206000,157671.16,63288.30 4,99972884.07,558,1.45E+14,88447228800,0,82945.03,11.660309,1
2864,91,2220551500,62723.04,11027.90 2,20342821.56,260,2.41E+13,17340447600,0,33040.33,1.789085,1
2872,91,7234055000,244917.31,41359.20 3,84778357.76,376,7.09E+13,2.16E+11,0,128839.3,21.674421,1
2876,91,7781547000,232338.05,50321.70 2,95247819.73,334,7.78E+13,29029980000,0,122322.54,2.828004,1
3098,91,2389738900,5283.1,12676.91 2,26518932.06,220,2.82E+13,93378217800,0,19885.03,5.731918,1
3130,91,1223497000,17213.58,4867.04,110906695.7,97,1.37E+13,1.24E+11,0,9057.54,15.424531,1
3131,91,3585570000,52649.31,13536.93 2,3692938.367,130,3.65E+13,4.10E+11,0,27665.2,50.694212,1
3138,91,1477291000,19062.35,7555.84,143061029,163,1.68E+13,49848409800,0,10041.82,3.027453,1
3140,91,9101454000,129629.7,26971.83 3,11826035.35,217,8.88E+13,2.72E+11,0,68070.54,8.559923,1
3149,91,8647086000,112837.29,24661.98 3,6884480.275,194,8.21E+13,4.14E+11,0,59273.85,12.288423,1
3178,91,2300158000,33621.59,10345.92 9,3517857.766,83,2.33E+13,30248400000,0,17677.64,2.32194,1
3297,91,3390891000,29125.23,14315.61 1,34866947.32,92,3.33E+13,6.67E+11,0,15293.98,20.254465,1
3497,91,7021764000,66781.14,20958.47 1,93653246.88,215,7.80E+13,0,1.36E+12,44623.76,0,1
3644,91,1193142000,4974.83,4110.26 5,8834547.62,97,1.29E+13,11844000000,0,2629.92,0.893054,1
3775,91,4347081000,25452.02,18025.28 1,68709567.6,170,4.10E+13,46404229200,0,13384.16,4.038093,1
3776,91,844255000,5301.01,3484.11 1,36743927.81,131,8.18E+12,1.00E+11,0,2772.86,2.560088,1
3788,91,2277243000,13913.54,6953.17 1,93960233.43,190,2.38E+13,1.71E+11,0,7333.37,4.78677,1
3796,91,1080326000,7859.37,4786.53 9,8407653.688,130,1.11E+13,43512000000,0,4120.71,2.202867,1
3936,91,281374000,1703.6,1206.12 1,43810497.79,144,2.77E+12,18592072800,0,896.01,1.905182,1
3945,91,362259000,2364.1,2128.16 7,9278175.033,81,4.69E+12,21911400000,0,1237.12,1.65215,1
3946,91,791054000,8602.17,5206.62 8,6250402.261,73,8.30E+12,23095800000,0,4536.1,1.741455,1
3947,91,4888528000,161926.69,32138.70 1,80905403.88,233,4.73E+13,19034731800,0,85242.17,0.638534,1
3948,91,5263422000,59486.78,23688.65 3,41458794.14,258,5.13E+13,2.94E+11,0,31260.09,26.653197,1
4054,91,939533000,5680.19,6790.71 5,3262229.989,63,9.98E+12,8648577000,0,2968.4,1.116318,1
4072,91,1524511000,25246.61,8464.90 1,26636385.22,149,1.69E+13,0,2.08E+11,13290.84,0,1
4158,91,6016141000,23671.54,37532.47,226320738.7,251,6.68E+13,60404400000,0,16660.41,4.554576,1
4162,91,4138106000,20251.79,16587.30 1,86320805.16,208,4.35E+13,15397200000,80191300000,15695.26,1.16097,1
6002,91,14124509000,58874.95,40574.22 7,37593267.93,446,1.31E+14,51035838000,2.86E+12,30987.98,5.974531,1
6004,91,6849896000,170860.24,21584.73 4,17872630.61,244,6.99E+13,3.38E+11,0,90010.67,25.45204,1
6016,91,2008293000,8542.68,7373.78 1,62681370.14,131,2.03E+13,29644637400,0,32072.9,1.82183,1
6017,91,4185675000,13440.75,10306.42 3,49700833.62,244,4.44E+13,1.66E+11,0,37142.88,11.106615,1
6095,91,5169301000,21205.27,22499.56 2,27693335.18,219,5.29E+13,90102957000,0,11995.6,9.920342,1
6139,91,8156987000,30269.2,40238.35 2,18558826.27,132,8.69E+13,1.62E+11,0,17240.85,8.186329,1
6146,91,15885755000,67345.81,46257.45 4,57488350.85,575,1.76E+14,2.19E+11,0,152772.51,28.131202,1
6147,91,11184884000,55100.94,41667.41 3,34438478.69,426,1.25E+14,4.29E+11,0,48491.31,55.071665,1
6155,91,5463839000,45148.97,21620.41 2,49635521.9,236,5.53E+13,96091800000,0,25800.36,12.428335,1
6178,91,3920830000,12759.55,13463.22 1,32511555.54,110,3.83E+13,34749737400,0,6640.39,1.053804,1
6193,91,7096837000,24165.66,30724.75 1,98855941.46,148,7.21E+13,0,63947700000,13788.76,0,1
6248,91,3049785000,11137.73,17490.79 2,3961523.562,125,3.29E+13,23666479200,84287700000,6356.48,2.318964,1
6264,91,5854979000,29712.77,17369.03 3,18142614.92,248,5.57E+13,2.80E+11,0,15549.15,24.493495,1
8042,91,13119586000,89273.56,53271.99,281619727.1,181,1.22E+14,1.28E+11,0,46980.36,6.549063,1
8102,91,14364952000,401136.64,68597.88 4,98401119.21,369,1.41E+14,1.85E+11,0,211161.47,18.155788,1
8226,91,2907949000,36216.46,8689.57,178360496.6,160,2.89E+13,0,2.10E+11,19078.95,0,1
,,,,,,,,,,,,
3,92,9407962000,66333.15,29068.21 3,77142614.19,414,9.05E+13,32970991200,4.77E+11,34839.72,2.192448,1
8,92,8410873000,114498.87,27525.39,348173283.4,477,8.26E+13,1.20E+11,0,60184.58,14.096858,1
470,92,3408628000,10782.6,15798.25 1,84384317.69,121,3.54E+13,47119472400,26267000000,6229.5,2.823539,1
602,92,6793320000,34817.12,20552.45 4,69481446.56,178,6.73E+13,5.49E+11,0,18387.12,25.425248,1
641,92,5702915000,130946.13,25802.10 2,78646333.83,250,5.87E+13,39127200000,4.07E+11,68875.79,4.554576,1
708,92,2107722000,27823.74,7576.69 1,95614303.08,244,2.25E+13,55843200000,0,14634.55,7.144432,1
709,92,7453272000,74937.53,33006.99 3,7502088.125,374,7.39E+13,68058900000,0,39403.95,8.707277,1
728,92,3848548000,65503.11,12851.40 2,89594807.3,381,4.03E+13,70968424800,0,34473.36,9.079383,1
856,92,3260246000,22010.07,12434.94 1,89745898.63,158,3.26E+13,36485097600,0,11596.61,2.089746,1
861,92,4044444000,120551.05,34112.09 2,29971323.64,292,4.34E+13,56425059600,0,63374.91,2.128445,1
862,92,306389590,8335.27,1675.77 9,1260105.015,103,3.53E+12,30944512200,0,4379.36,1.951323,1
863,92,349509200,7459.42,1308.18 7,1201573.661,88,3.86E+12,44907072000,0,3928.11,1.973649,1
864,92,884266500,20780.33,3245.63 1,43994080.96,149,9.65E+12,1.28E+11,0,10936.18,12.931422,1
876,92,3334606000,123064.94,30680.25 2,76777370.44,295,3.88E+13,0,60627200000,64777.95,0,1
879,92,1644850000,7543.23,9645.53 5,53906070.62,342,2.10E+13,0,3.38E+11,4290.96,0,1
887,92,7471660000,112996.1,25044.77,382015901.9,342,7.52E+13,59863146000,0,59396.31,4.070838,1
889,92,9040937900,236929.47,57649.29,352574194.8,273,9.22E+13,57036000000,0,124672.31,2.887541,1
983,92,9236310000,219126.65,61759.7,349785585.8,389,8.98E+13,17340246000,0,115290.37,1.339581,1
988,92,3021428000,45753.68,18621.71 3,43590221.28,330,2.93E+13,1.00E+11,0,24079.8,10.346031,1
991,92,551230000,6000.2,2078.39 1,23568975.87,104,6.24E+12,57361689000,0,3154.04,3.978556,1
994,92,9845661000,116587.81,27743.12 5,61079204.41,336,1.01E+14,86922360000,0,117866.45,5.804851,1
1004,92,124251400,3722.48,847.81 7,1408073.98,69,1.67E+12,21865200000,0,1958,1.696803,1
1008,92,1974000200,37164.99,10436.67 1,53808091.86,141,2.10E+13,1.74E+11,0,19539.32,13.529768,1
1012,92,2073866200,43942.32,8117.09 1,12438026.07,88,2.26E+13,9340800000,15038100000,23096.26,0.833517,1
1047,92,888536500,5087.71,5091.05 9,5367696.476,54,1.10E+13,44100000000,0,2834.01,5.581588,1
1250,92,2107465000,4080.86,8158.59 1,21121094.1,134,2.29E+13,0,3.09E+11,4658.97,0,1
1355,92,2508367000,38590.04,8537.59 1,42287180.26,158,2.68E+13,50568000000,0,20309.95,5.120176,1
1356,92,10351649000,114195.65,33357.42,396068979,233,1.05E+14,1.52E+11,0,59996.65,15.360529,1
1357,92,690191000,15338.23,3719.75,73454197.04,107,7.96E+12,7644000000,0,8076.94,0.77398,1
1364,92,7402985000,175916.95,24754.67 3,52170202.13,337,7.48E+13,2.21E+11,89995000000,92541.47,19.535557,1
1570,92,347905000,2584.98,1142.26 6,2737200.331,68,3.66E+12,26649000000,0,1357.72,2.009372,1
1606,92,1034897000,10513.24,4233.46 3,9280867.403,71,1.01E+13,20401542000,0,5539.68,1.250276,1
1695,92,1815779000,7580.11,6242.92 1,45948938.47,153,1.79E+13,33860400000,0,3945.64,6.301985,1
1745,92,2788495000,14808.34,10173.74 3,61629735.26,299,3.00E+13,69016642800,0,7763.69,4.886494,1
1943,92,198008400,732.97,1146.36 4,4303201.785,45,2.37E+12,14700000000,0,413.97,1.488423,1
2080,92,2164486900,7336.38,10806.54 1,14990336.95,162,2.42E+13,57996615600,0,4133.16,4.46527,1
2103,92,10960802000,163210.05,39321.10 5,63812827.46,464,1.12E+14,3.96E+11,0,88451.98,51.276185,1
2107,92,3619084000,77011.03,26867.83 2,10412750.96,244,3.75E+13,47758200000,0,40559.77,6.176957,1
2526,92,772904700,11093.92,2708.45 9,3421925.07,80,8.32E+12,16817665200,0,5846.16,3.366814,1
2527,92,1111452030,17912.63,4037.33,93642428.77,87,1.19E+13,28875000000,0,9421.23,5.804851,1
2535,92,2341236200,30963.56,6415.55 9,5887584.612,94,2.20E+13,9318918000,0,16294.2,1.857552,1
2549,92,4394552000,55595.93,20744.30 3,95528564.94,309,4.63E+13,0,0,29281.68,0,1
2554,92,3945876000,58467.99,11045.36 2,23715093.59,215,3.87E+13,70643244000,0,30738.41,7.924366,1
2642,92,1433971000,22981.1,4229.65,94931595.61,131,1.49E+13,56221200000,0,12089.3,6.086163,1
2706,92,2342846000,19465.62,9628.28 7,3986376.588,74,2.28E+13,38124450000,0,10237.5,1.93495,1
2718,92,2290656000,18781.94,6958.38 2,37172851.53,158,2.30E+13,1.81E+11,0,9869.36,9.228225,1
2721,92,1882723000,13880.41,5564.25 1,79597995.15,143,1.86E+13,69076736400,0,7273.12,3.542448,1
2727,92,10261981000,69490.52,27803.78 3,4400121.598,174,9.31E+13,1.27E+11,0,36547.66,6.519294,1
2790,92,373699900,1999.99,699.43 3,9140487.745,51,4.81E+12,0,102200000,2786.55,0,1
2850,92,14546093000,150676.28,61656.59,505932964.5,547,1.43E+14,95327773800,0,79294.33,8.748953,1
2864,92,2525328000,72446.06,13097.80 2,22478151.9,250,2.82E+13,13878169200,0,38109.39,1.317255,1
2872,92,8239596000,278673.25,50243.34 3,93357950.39,358,8.06E+13,2.56E+11,0,146613.46,23.939802,1
2876,92,8002324000,227980.07,50183.00 2,95331287.14,334,7.82E+13,37739574600,0,119984.8,3.676406,1
3098,92,2268137000,4486.68,11388.45 2,27134004.3,215,2.55E+13,63679589400,0,16847.95,1.433352,1
3130,92,1239245000,16484.48,4883.71 1,11158012.55,94,1.38E+13,75247309200,0,8657.41,8.320287,1
3131,92,3478716000,51086.4,12855.66 2,9468033.251,134,3.51E+13,2.35E+11,0,26834.24,25.270452,1
3138,92,1504578000,19624.33,7584.19 1,43424362.29,156,1.68E+13,44099840400,0,10329.83,2.327894,1
3140,92,8508883000,117417.13,24869.21 3,24711991.32,215,8.30E+13,2.25E+11,0,61733.33,6.328776,1
3149,92,9484153000,130860.03,26748.04 3,8590584.461,193,8.91E+13,4.18E+11,0,68738.88,11.70645,1
3178,92,2294310000,35168.65,10313.02 9,4082899.627,85,2.32E+13,18614400000,0,18514.61,1.428886,1
3297,92,3649078000,27750.07,15296.59 1,39539877.78,93,3.58E+13,2.66E+11,0,14587.32,10.731533,1
3497,92,5791230000,57537.06,17266.85 1,99118250.71,177,6.17E+13,0,1.81E+12,38354.86,0,1
3644,92,1308130000,5378.61,4597.20 5,9861035.291,97,1.46E+13,5292000000,0,2819.34,0.401874,1
3775,92,4427989000,23919.87,17831.88 1,70877923.23,157,4.09E+13,35902595400,0,12635.08,2.633021,1
3776,92,1322837000,8610.13,3854.61 1,37491719.2,126,1.29E+13,93085776000,0,4518.9,21.285943,1
3788,92,1898169000,12136.83,5930.37 1,96907130.45,193,2.03E+13,2.51E+11,0,6396.29,5.932856,1
3796,92,1049125000,6349.74,4609.27 9,8707636.139,130,1.06E+13,28812000000,0,3333.39,1.458655,1
3936,92,1099075000,6642.14,4819.02 1,44503513.61,128,1.11E+13,24501027600,0,3503.2,2.500551,1
3945,92,134858000,1355.65,795.31 7,9440972.552,80,1.76E+12,13028400000,0,710.86,0.982359,1
3946,92,619121000,7508.02,4204.96 8,8274358.85,63,6.39E+12,15397200000,0,3942.63,1.16097,1
3947,92,4620259000,141404.26,30009.12 1,83980394.26,228,4.43E+13,25664045400,0,74431.08,1.681918,1
3948,92,6424616000,70819.73,28258.35,343516978.6,256,6.22E+13,2.85E+11,0,37260.08,32.024917,1
4054,92,1003841000,7027.99,4761.61 5,3559913.576,63,1.05E+13,11942103600,0,3803.3,0.875193,1
4072,92,1482389000,20410.02,7832.98 1,32649869.28,149,1.55E+13,0,2.22E+11,10732.37,0,1
4158,92,6050195000,22745.83,36134.36 2,28768685.23,251,6.77E+13,72840600000,0,16545.36,5.492282,1
4162,92,4462066000,18837.65,17921.24 1,88404667.53,208,4.73E+13,31164000000,86444800000,16722.42,2.366593,1
6002,92,12331692000,54034.01,35998.70 7,40344472.24,468,1.16E+14,25445145600,2.42E+12,28418.19,2.47376,1
6004,92,8308793000,227016.99,26176.32,422804917.4,248,8.44E+13,2.74E+11,0,119423.15,20.674201,1
6016,92,2152626000,8282.8,7828.01 1,63223158.46,129,2.17E+13,28339071600,0,33541.2,1.750386,1
6017,92,3764904000,12435.77,8963.43 3,49881147.15,248,3.92E+13,1.48E+11,0,32460.07,8.001764,1
6095,92,6386495000,26771.62,22058.23 2,28281059.21,215,6.45E+13,49436646000,0,15255.78,5.060639,1
6139,92,7873834000,31749.68,39218.71 2,19289727.68,131,8.28E+13,1.21E+11,0,18152.43,6.102536,1
6146,92,16800378000,76909.68,49096.48 4,59460446.95,443,1.83E+14,1.26E+11,0,157675.4,16.223815,1
6147,92,11713059000,65152.44,43860.40 3,39028496.65,332,1.29E+14,4.93E+11,0,55236.71,63.332415,1
6155,92,5131640000,48346.66,17248.98 2,51821255.12,224,5.06E+13,48333600000,0,25451.14,6.251378,1
6178,92,4027707000,15840.3,10833.13 1,32948145.07,106,3.97E+13,19658331000,0,8304.38,1.424421,1
6193,92,7544424000,24446.82,25823.55 2,1821223.591,148,7.54E+13,0,1.33E+11,13903.54,0,1
6248,92,3094050000,13015.95,17714.24 2,4451158.372,125,3.32E+13,3470871600,89920800000,7444.03,0.33043,1
6264,92,6996298000,35592.39,20599.34 3,18346811.2,189,6.60E+13,1.82E+11,0,18716.6,15.423043,1
8042,92,12167453000,78560,49890.73 2,83702587.38,180,1.13E+14,1.09E+11,0,41264.86,5.554796,1
8102,92,14499313000,389739.45,68002.1,499751729,364,1.40E+14,1.40E+11,0,204960.01,14.04774,1
8226,92,3603627000,44575.35,10207.88 1,79755364.8,157,3.49E+13,0,1.86E+11,23510.7,0,1
,,,,,,,,,,,,
3,93,9587830000,68443.48,29591.94 3,77913306.93,398,9.20E+13,577970400,4.39E+11,36055.46,0.014884,1
8,93,7814781000,102263.01,24976.49 3,49617579.29,461,7.67E+13,1.30E+11,0,53793.03,12.659041,1
470,93,3508811000,10714.97,16426.46 1,98686980.11,123,3.68E+13,5163102000,85107000000,6040.44,0.361687,1
602,93,7590638000,38843.9,22657.71 4,72623830.42,237,7.45E+13,3.75E+11,0,20406.33,18.65441,1
641,93,4992086000,89646.46,22829.64 2,83574802.46,256,5.16E+13,51210600000,1.17E+12,47179.51,5.961136,1
708,93,1709185000,23393.79,6597.75 1,98001959.27,241,1.85E+13,84928200000,0,12325.35,10.865491,1
709,93,8170624000,82372.77,35577.38 3,8854285.411,379,7.97E+13,1.15E+11,0,43377.05,14.735391,1
728,93,4042421000,50705.68,13312.03 2,94034914.25,376,4.26E+13,98662200000,0,31946.99,12.577178,1
